post_id,text,shared_text,time,reactions,comments,shares,like_reaction,haha_reaction,love_reaction,anger_reaction,wow_reaction,sorry_reaction,tokens
1620511111337792.0,À 1000% en restaurant le week-end du 1er avril.,,2018-03-27 17:01:00,1839,984,66,1605,49,169,5,7,4,"['restaur', 'avril']"
1619547064767530.0,"IMMANQUABLE ! ⚠
MON, APR 2, 2018
Frites-Potatoes : le week-end du 1er avril chez McDonald's !","MON, APR 2, 2018
Frites-Potatoes : le week-end du 1er avril chez McDonald's !",2018-03-26 10:06:54,1491,1730,0,1281,64,132,2,8,4,"['immanqu', 'apr', 'avril', 'chez', 'mcdonald']"
1615473788508191.0,"NON, vous ne rêvez pas !
OUI, les #FritesPotatoes arrivent en restaurant !
🗓 Le week-end du 1er avril",,2018-03-24 11:45:00,16774,14758,884,13141,531,2239,35,805,23,"['non', 'rêv', 'oui', 'fritespotato', 'arrivent', 'restaur', 'avril']"
1616864008369169.0,"Un but à la première minute est si vite arrivé. Faites-vous livrer avec l'app McDo France 👌
Pour télécharger l'appli, suivez le lien ➡ https://bit.ly/2IMxk9n",,2018-03-23 18:32:25,137,81,23,0,0,0,0,0,0,"['premi', 'minut', 'si', 'vit', 'arriv', 'livr', 'mcdo', 'franc', 'télécharg', 'suiv', 'lien', 'http']"
1615466735175563.0,"💭 Dans un monde idéal, on pourrait avoir des frites et des potatoes en même temps.
➡ Ça tombe bien : les #FritesPotatoes arrivent le week-end du 1er avril chez McDonald's !",,2018-03-23 11:00:00,4202,5963,884,3356,125,563,2,156,0,"['mond', 'idéal', 'pourr', 'avoir', 'frit', 'potato', 'temp', 'ça', 'tomb', 'bien', 'fritespotato', 'arrivent', 'avril', 'chez', 'mcdonald']"
1616452121743691.0,,,2018-03-23 10:51:19,2757,590,0,0,0,0,0,0,0,['nan']
1616451928410377.0,,,2018-03-23 10:50:46,4463,322,0,0,0,0,0,0,0,['nan']
1613540438701526.0,"[SAVE THE DATE]
La semaine prochaine, on vous offre le café ☕ ! #AVOUSDELEGOUTER
SUN, APR 1, 2018
Café offert jusqu’à midi","SUN, APR 1, 2018
Café offert jusqu’à midi",2018-03-20 11:55:00,1250,1598,0,1141,7,80,4,18,0,"['sav', 'dat', 'semain', 'prochain', 'offre', 'caf', 'avousdelegout', 'sun', 'apr', 'caf', 'offert', 'jusqu', 'mid']"
1612788202110083.0,Fuuuuu-sion !,,2018-03-19 18:05:00,7882,6003,915,5782,1492,556,14,27,11,[]
1607377809317789.0,On a publié ce post à 11h48 histoire de vous donner faim (ça devrait aussi marcher si vous le voyez à 18h37),,2018-03-15 11:48:00,8762,3639,236,7431,300,922,30,61,18,"['publi', 'post', 'histoir', 'don', 'faim', 'ça', 'devr', 'auss', 'march', 'si', 'voi']"
1601930026529234.0,Mode tirage de langue activé : le Grand Chicago Classic est de retour !,,2018-03-13 11:00:00,1703,2047,117,1437,34,181,11,32,8,"['mod', 'tirag', 'langu', 'activ', 'grand', 'chicago', 'classic', 'retour']"
1602983606423876.0,"Normalement, ce plateau devrait vous faire penser à quelqu’un !",,2018-03-11 19:00:00,10373,22921,626,8315,1540,483,12,15,8,"['normal', 'plateau', 'devr', 'fair', 'pens', 'quelqu']"
1591792404209663.0,"Avec les températures du moment, on a ressorti le pull de Noël histoire de se réchauffer un peu !",,2018-02-27 19:24:56,1129,86,0,0,0,0,0,0,0,"['températur', 'moment', 'ressort', 'pull', 'noël', 'histoir', 'réchauff', 'peu']"
1584408284948075.0,"En vrai, on a bien cherché et il n’y a RIEN de mieux qu’un triple cheeseburger !",,2018-02-26 11:45:00,3249,1571,105,2846,94,275,19,8,7,"['vrai', 'bien', 'cherch', 'rien', 'mieux', 'tripl', 'cheeseburg']"
1575493755839528.0,Un re-retour qui devrait faire parler.,,2018-02-20 11:00:00,21492,43369,1171,16476,716,4006,53,211,30,"['devr', 'fair', 'parl']"
1583466825042221.0,On a tous ce pote qui met 1h à finir ses histoires… Bah il nous a pas mal inspiré pour notre dernière pub,,2018-02-19 18:00:00,1018,728,225,835,137,41,2,3,0,"['tous', 'pot', 'met', 'fin', 'bah', 'mal', 'inspir', 'derni', 'pub']"
1577313578990879.0,Soyez prêts : il re-revient !,,2018-02-16 11:45:01,3546,8488,172,3074,97,330,12,33,0,['prêt']
1571235266265377.0,Mais du coup : « Qu’est-ce qu’il y a de mieux qu’un triple cheeseburger ? » On vous laisse méditer là-dessus 😉,,2018-02-12 11:45:00,3739,2506,209,0,0,0,0,0,0,"['coup', 'mieux', 'tripl', 'cheeseburg', 'laiss', 'médit']"
1566539633401607.0,De loin la meilleure info que vous apprendrez sur Facebook aujourd’hui,,2018-02-02 17:45:01,29041,28490,983,21986,95,6318,31,596,15,"['loin', 'meilleur', 'info', 'apprendr', 'facebook', 'aujourd', 'hui']"
1558455310876706.0,Il fait son grand RETOUR ! 🍔👌,,2018-01-25 18:30:00,9366,38903,1523,6920,2003,334,58,32,19,"['fait', 'grand', 'retour']"
1551429724912598.0,Lancez-les et remportez le duel : des nouveaux jouets Gobsmax arrivent dans le Happy Meal™ !,,2018-01-19 11:45:00,619,421,97,0,0,0,0,0,0,"['remport', 'duel', 'nouveau', 'jouet', 'gobsmax', 'arrivent', 'happy']"
1551470991575138.0,"Dans la famille Signature by McDonalds, on vous présente le Double Chicken BBQ 😍🍔
Et en plus, son poulet est 100% origine France !",,2018-01-18 18:30:01,6021,3516,200,5306,32,572,36,68,7,"['famill', 'signatur', 'mcdonald', 'présent', 'doubl', 'chicken', 'bbq', 'plus', 'poulet', 'origin', 'franc']"
1548752391846998.0,"On s’est dit qu’il fallait marquer le coup 😊📚
WED, JAN 17, 2018
Nouvelle collection de livres dans le Happy Meal","WED, JAN 17, 2018
Nouvelle collection de livres dans le Happy Meal",2018-01-15 16:21:14,1699,1085,0,1589,4,86,2,16,2,"['dit', 'fall', 'marqu', 'coup', 'wed', 'jan', 'nouvel', 'collect', 'livr', 'happy', 'meal']"
1525723214149916.0,On a tous un(e) ami(e) qui mériterait d’être couvert(e) de papier bulle 😆 #MonsieurMaladroit,,2018-01-08 12:00:01,1093,3782,373,0,0,0,0,0,0,"['tous', 'e', 'ami', 'e', 'mérit', 'être', 'couvert', 'e', 'papi', 'bull', 'monsieurmaladroit']"
1525722484149989.0,On a tous un(e) ami(e) qui n’a vraiment (mais VRAIMENT) pas de bol 😬 #MonsieurMalchance,,2018-01-03 12:00:00,2124,11814,573,1803,216,34,10,8,53,"['tous', 'e', 'ami', 'e', 'vrai', 'vrai', 'bol', 'monsieurmalch']"
1535512039837700.0,Pour tous ceux qui rêvent de transformer leur famille en personnages Monsieur Madame 👪 ➡ http://bit.ly/2kXJ3a0,,2018-01-02 18:00:00,1999,714,134,1868,46,71,12,2,0,"['tous', 'ceux', 'rêvent', 'transform', 'famill', 'personnag', 'monsieur', 'madam', 'http']"
1525446150844289.0,On a tous un(e) ami(e) qui ne s’arrête jamais de parler ! 😆 #MonsieurBavard,,2017-12-30 12:03:00,1384,4513,222,1214,114,48,4,1,3,"['tous', 'e', 'ami', 'e', 'arrêt', 'jam', 'parl', 'monsieurbavard']"
1525463957509175.0,Un fan nous a même dit « j’ai demandé le CBO™ en mariage » 🍔 💍,,2017-12-28 11:56:00,807,544,43,670,40,94,0,2,1,"['fan', 'dit', 'demand', 'mariag']"
1523989280989976.0,"Non désolé, Monsieur Madame CBO™ n’existe pas.
TOPITO.COM
Quel personnage de Monsieur Madame es-tu ?
Topito with McDonald's France.
Paid Partnership ·
Tu te poses la question depuis trop longtemps","TOPITO.COM
Quel personnage de Monsieur Madame es-tu ?
Topito with McDonald's France.
Paid Partnership ·
Tu te poses la question depuis trop longtemps",2017-12-20 17:58:53,1006,2198,9,842,120,36,3,5,0,"['non', 'désol', 'monsieur', 'madam', 'exist', 'quel', 'personnag', 'monsieur', 'madam', 'topito', 'mcdonald', 'franc', 'paid', 'partnership', 'pos', 'question', 'depuis', 'trop', 'longtemp']"
,"Topito with McDonald's France.
Paid Partnership ·
Tu te poses la question depuis trop longtemps","Topito with McDonald's France.
Paid Partnership ·
Tu te poses la question depuis trop longtemps",,0,0,0,0,0,0,0,0,0,"['topito', 'mcdonald', 'franc', 'paid', 'partnership', 'pos', 'question', 'depuis', 'trop', 'longtemp']"
1518168234905414.0,Dis-nous en commentaires qui tu défieras la prochaine fois !,,2017-12-14 18:30:00,1339,751,78,0,0,0,0,0,0,"['commentair', 'défi', 'prochain', 'fois']"
1510689952319909.0,"Pour tous ceux qui souhaitent avoir la collection entière des Mr & Mme, c’est MAINTENANT !",,2017-12-08 11:50:00,3216,3139,348,0,0,0,0,0,0,"['tous', 'ceux', 'souhaitent', 'avoir', 'collect', 'entier', 'mr', 'mme', 'mainten']"
1509267132462191.0,"La dernière wings ça se gagne, et voici comment :",,2017-12-05 19:00:00,1193,498,104,0,0,0,0,0,0,"['derni', 'wing', 'ça', 'gagn', 'voic', 'comment']"
1507364435985794.0,On est souvent déçu par les suites… Mais pas cette fois 🍔,,2017-12-05 11:03:01,30015,25647,1041,24340,177,5036,37,405,20,"['souvent', 'déçu', 'cet', 'fois']"
1507430252645879.0,"Demain, il revient ENFIN 🙌",,2017-12-04 17:30:00,48273,88166,2975,35622,462,10757,55,1339,38,"['demain', 'revient', 'enfin']"
1505432152845689.0,Ta plus grande hantise quand tu partages un McDo en tête à tête :,,2017-12-03 19:00:00,1945,2289,128,1662,135,132,7,8,1,"['plus', 'grand', 'hantis', 'quand', 'partag', 'mcdo', 'têt', 'têt']"
1504087216313516.0,"Pour nous le meilleur tirage, ça reste celui-là.",,2017-12-01 12:16:15,1690,795,77,1241,315,126,4,4,0,"['meilleur', 'tirag', 'ça', 'rest']"
1500668573322047.0,"L’attente se termine enfin.
TUE, DEC 5, 2017
CBO™ le retour","TUE, DEC 5, 2017
CBO™ le retour",2017-11-28 14:18:08,22522,44822,2,16102,107,5300,15,977,21,"['attent', 'termin', 'enfin', 'tu', 'dec', 'retour']"
1487952731260298.0,A table ! On s’installe bien bien bien et on se laisse servir 🤗,,2017-11-27 10:30:00,4771,654,209,0,0,0,0,0,0,"['tabl', 'install', 'bien', 'bien', 'bien', 'laiss', 'serv']"
1495570453831859.0,Le vrai match du jour : QUI FAIT LES MEILLEURES FRITES. Nous ou McDonald's Belgique ? A vos votes !,,2017-11-24 12:00:00,67117,3872,121,39530,554,26932,50,30,21,"['vrai', 'match', 'jour', 'fait', 'meilleur', 'frit', 'mcdonald', 'belgiqu', 'vot']"
1495515630504008.0,Quand le Big Mac™ Bacon nous tend la main 😋,,2017-11-23 18:00:01,1101,626,50,0,0,0,0,0,0,"['quand', 'big', 'bacon', 'tend', 'main']"
1493260044062900.0,On est fiers de vous annoncer que les 90 Monsieur Madame débarquent dans le Happy Meal ! Cela en fera retomber plus d’un en enfance,,2017-11-22 10:00:01,9058,8508,949,7543,76,1145,24,267,3,"['fier', 'annonc', 'monsieur', 'madam', 'débarquent', 'happy', 'meal', 'cel', 'fer', 'retomb', 'plus', 'enfanc']"
1489340154454889.0,Rendez-vous demain sur notre page. On n’en dit pas plus mais en attendant voici un indice…,,2017-11-19 11:00:00,4363,1916,269,3874,34,343,12,98,2,"['demain', 'pag', 'dit', 'plus', 'attend', 'voic']"
1478714662184105.0,On aurait pu garder ce post pour la St-Valentin mais finalement non.,,2017-11-17 12:00:00,5814,8155,483,4645,541,596,19,7,6,"['pu', 'gard', 'post', 'final', 'non']"
1485437801511791.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 13 novembre sont :,,2017-11-13 19:37:02,123,207,2,87,0,4,15,1,16,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1484362361619335.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 12 novembre sont :,,2017-11-12 19:30:56,105,124,12,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1483428461712725.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 11 novembre sont :,,2017-11-11 19:30:00,117,119,5,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1482276798494558.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 10 novembre sont :,,2017-11-10 19:30:00,125,132,2,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1479913855397519.0,"Un Big Mac, c'est toujours un bon choix mais... avec ou sans bacon ? 🤔",,2017-11-10 11:00:00,9718,3458,649,0,0,0,0,0,0,"['big', 'mac', 'toujour', 'bon', 'choix', 'san', 'bacon']"
1481185798603658.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 9 novembre sont :,,2017-11-09 19:30:00,109,123,4,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1480058652049706.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 8 novembre sont :,,2017-11-08 19:30:00,899,278,29,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1479022698819968.0,"Un Big Mac, c’est déjà très bon. Mais un Big Mac avec du bacon fumé au bois de hêtre, bah c’est encore meilleur.",,2017-11-08 11:45:00,13250,17516,717,10560,88,1729,77,774,22,"['big', 'mac', 'déjà', 'tres', 'bon', 'big', 'mac', 'bacon', 'fum', 'bois', 'hêtr', 'bah', 'encor', 'meilleur']"
1478966068825631.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 7 novembre sont :,,2017-11-07 19:30:00,126,115,2,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1478080198914218.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 6 novembre sont :,,2017-11-06 19:30:00,144,146,4,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1477005169021721.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 5 novembre sont :,,2017-11-05 19:30:00,1204,403,20,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1476044875784417.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 4 novembre sont :,,2017-11-04 19:30:00,139,109,0,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1475121229210115.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 3 novembre sont :,,2017-11-03 19:30:02,128,112,5,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1473901325998772.0,"Les 3 et 4 novembre, aidons les enfants hospitalisés à rester entourés de leur famille. Chaque jour, la Fondation Ronald McDonald les accueille dans ses maisons de parents, à proximité des hôpitaux.",,2017-11-03 11:45:00,268,32,126,242,1,24,1,0,0,"['novembr', 'aidon', 'enfant', 'hospitalis', 'rest', 'entour', 'famill', 'chaqu', 'jour', 'fondat', 'ronald', 'mcdonald', 'accueil', 'maison', 'parent', 'proxim', 'hôpital']"
1474058169316421.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 2 novembre sont :,,2017-11-02 19:30:00,213,321,2,153,2,4,23,1,30,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1473071679415070.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 1er novembre sont :,,2017-11-01 19:30:00,1383,713,21,1261,15,29,39,4,35,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'novembr']"
1472005276188377.0,On se met tous aux fourneaux avec Astérix et Obélix ! Rendez-vous vite dans le Happy Meal™ 😀,,2017-11-01 12:00:00,3320,1920,507,3065,24,189,21,18,3,"['met', 'tous', 'fourneau', 'astérix', 'obélix', 'vit', 'happy']"
1472029049519333.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 31 octobre sont :,,2017-10-31 19:30:00,158,98,5,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1470973582958213.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 30 octobre sont :,,2017-10-30 19:30:00,135,102,2,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1469878863067685.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 29 octobre sont :,,2017-10-29 19:30:00,1534,364,30,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1468919259830312.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 28 octobre sont :,,2017-10-28 18:29:46,161,109,8,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1467891306599774.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 27 octobre sont :,,2017-10-27 18:30:00,233,331,4,174,1,3,16,2,37,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1466900866698818.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 26 octobre sont :,,2017-10-26 18:30:00,220,226,7,169,1,7,18,0,25,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1465879256800979.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 25 octobre sont :,,2017-10-25 18:30:00,1149,652,26,1056,10,16,28,5,34,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1464875210234717.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 24 octobre sont :,,2017-10-24 18:30:00,257,287,9,193,2,7,21,2,32,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1463635847025320.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 23 octobre sont :,,2017-10-23 18:30:00,235,254,4,186,0,5,14,1,29,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1462726737116231.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 22 octobre sont :,,2017-10-22 18:30:00,1568,1020,48,1449,18,31,12,8,50,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1461674503888121.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 21 octobre sont :,,2017-10-21 18:30:00,269,253,4,212,1,6,14,1,35,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1443980338990871.0,"Normalement, ce post devrait obtenir pas mal de likes.",,2017-10-21 11:05:00,13514,5257,422,12123,849,526,10,3,3,"['normal', 'post', 'devr', 'obten', 'mal', 'lik']"
1460684643987107.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s du 20 octobre sont :,,2017-10-20 18:30:00,194,80,8,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald', 'octobr']"
1459598940762344.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s sont :,,2017-10-19 18:30:00,215,77,8,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald']"
1458621544193417.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s sont :,,2017-10-18 18:30:00,194,66,12,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald']"
1458267547562150.0,Rendez-vous sur Snapchat 👻 jusqu’à ce soir minuit pour tester notre filtre spécial 280 !,,2017-10-18 09:11:35,1477,2247,163,0,0,0,0,0,0,"['snapchat', 'jusqu', 'soir', 'minuit', 'test', 'filtr', 'spécial']"
1457748994280672.0,Et les 5 gagnants de 2 000€ des tirages au sort Monopoly McDonald’s sont :,,2017-10-17 18:30:00,1756,490,81,0,0,0,0,0,0,"['gagn', 'tirag', 'sort', 'monopoly', 'mcdonald']"
1456453934410178.0,On voit la vie en rose avec les accessoires My Melody ! A collectionner dès maintenant dans le Happy Meal.,,2017-10-16 17:00:00,1491,527,144,0,0,0,0,0,0,"['voit', 'vi', 'ros', 'accessoir', 'melody', 'collection', 'des', 'mainten', 'happy', 'meal']"
1456453667743538.0,Vous les attendiez ? Ils sont arrivés : les Pokemon font leur grand retour dans le Happy Meal !,,2017-10-16 10:55:00,3126,2700,587,0,0,0,0,0,0,"['attend', 'arriv', 'pokemon', 'font', 'grand', 'retour', 'happy', 'meal']"
1453954304660141.0,,,2017-10-13 16:32:44,4373,2006,333,0,0,0,0,0,0,['nan']
1447175492004689.0,"Parfois, il faut savoir tenter. Mais par-dessus tout, il faut savoir vous écouter. Alors voilà, le GRAND VEGGIE est arrivé !",,2017-10-10 10:00:00,14538,20694,1063,12099,547,1416,242,144,90,"['parfois', 'faut', 'savoir', 'tent', 'tout', 'faut', 'savoir', 'écout', 'alor', 'voilà', 'grand', 'vegg', 'arriv']"
1443981042324134.0,Il ne sera pas parti bien longtemps : le 280 fait son grand retour dès maintenant en restaurant 😀,,2017-10-09 17:05:00,47250,43815,1407,39807,146,6599,86,557,55,"['part', 'bien', 'longtemp', 'fait', 'grand', 'retour', 'des', 'mainten', 'restaur']"
1443979738990931.0,🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔,,2017-10-06 11:05:01,2448,965,38,2053,94,283,7,7,4,[]
1443978235657748.0,#ParcequeMcDo ;),,2017-10-04 11:05:00,2778,1329,71,2407,255,114,1,0,1,['parcequemcdo']
1441351859253719.0,"On a tous un(e) pote qui passe des heures à faire sa compo pour au final se prendre 5-0…
Mais qui pourra toujours se consoler chez McDo !",,2017-09-29 11:39:45,274,255,0,0,0,0,0,0,0,"['tous', 'e', 'pot', 'pass', 'heur', 'fair', 'compo', 'final', 'prendr', 'pourr', 'toujour', 'consol', 'chez', 'mcdo']"
1440798875975684.0,"Tout s'explique !
LEGORAFI.FR
#Sponso Twitter : le burger 280 aurait joué un rôle décisif dans le doublement des caractères
Le Gorafi
September 28, 2017 at 4:04 PM ·
#Sponso Twitter : le burger 280 aurait joué un rôle décisif dans le doublement des caractères http://legorafi.fr/u/6NK","LEGORAFI.FR
#Sponso Twitter : le burger 280 aurait joué un rôle décisif dans le doublement des caractères
Le Gorafi
September 28, 2017 at 4:04 PM ·
#Sponso Twitter : le burger 280 aurait joué un rôle décisif dans le doublement des caractères http://legorafi.fr/u/6NK",2017-09-28 17:05:25,340,74,0,269,42,26,1,2,0,"['tout', 'sponso', 'twitt', 'burg', 'jou', 'rôl', 'décis', 'doubl', 'caracter', 'goraf', 'septemb', 'pm', 'sponso', 'twitt', 'burg', 'jou', 'rôl', 'décis', 'doubl', 'caracter', 'http']"
,"Le Gorafi
September 28, 2017 at 4:04 PM ·
#Sponso Twitter : le burger 280 aurait joué un rôle décisif dans le doublement des caractères http://legorafi.fr/u/6NK","Le Gorafi
September 28, 2017 at 4:04 PM ·
#Sponso Twitter : le burger 280 aurait joué un rôle décisif dans le doublement des caractères http://legorafi.fr/u/6NK",,0,0,0,0,0,0,0,0,0,"['goraf', 'septemb', 'pm', 'sponso', 'twitt', 'burg', 'jou', 'rôl', 'décis', 'doubl', 'caracter', 'http']"
1439806246074947.0,"Merci à Twitter de s’être enfin adapté au 280, le seul, le vrai. #280characters #280loriginal
TWITTER.COM
McDonald's France (@280loriginal) | Twitter","TWITTER.COM
McDonald's France (@280loriginal) | Twitter",2017-09-27 13:28:05,772,367,27,618,53,94,4,3,0,"['merc', 'twitt', 'être', 'enfin', 'adapt', 'seul', 'vrai', 'mcdonald', 'franc', 'twitt']"
1435896376465934.0,"Ah bah là, c'est sûr qu'on ne peut pas dire non 💍😍
Golden
September 22, 2017 at 7:30 PM ·
On a remplacé des bagues de fiançailles par des nuggets. Emotions garanties.","Golden
September 22, 2017 at 7:30 PM ·
On a remplacé des bagues de fiançailles par des nuggets. Emotions garanties.",2017-09-22 20:24:27,6365,4622,1,4188,1789,369,8,9,2,"['ah', 'bah', 'là', 'sûr', 'peut', 'dir', 'non', 'golden', 'septemb', 'pm', 'remplac', 'bagu', 'fiançaill', 'nugget', 'emot', 'garant']"
1435456663176572.0,#ParcequeMcDo,,2017-09-22 11:03:03,3580,1796,78,3062,307,202,4,3,2,['parcequemcdo']
1428598110529094.0,"Démontez, assemblez, composez… 🔧 Les animaux à construire vous attendent dans le Happy Meal ! 😉",,2017-09-20 11:00:00,854,398,86,790,3,28,29,4,0,"['démont', 'assembl', 'animal', 'construir', 'attendent', 'happy', 'meal']"
1427965747258997.0,😋 Le Burger Signature by McDonald's™ Beef BBQ vous attend en restaurant 😋,,2017-09-13 17:15:01,6258,3442,162,5558,27,513,120,34,6,"['burg', 'signatur', 'beef', 'bbq', 'attend', 'restaur']"
1422928567762715.0,🐯 LeTortigre Grrr 🐯 RDV dans le Happy Meal et libérez votre créativité en famille en inventant les animaux de la jungle !,,2017-09-13 11:05:00,1742,1237,197,1613,6,106,7,8,2,"['letortigr', 'grrr', 'rdv', 'happy', 'meal', 'liber', 'créativ', 'famill', 'invent', 'animal', 'jungl']"
1420295181359387.0,#ParcequeMcDo,,2017-09-06 10:55:00,443,202,18,356,66,20,0,0,1,['parcequemcdo']
1417927811596124.0,#CestLaRentrée !,,2017-09-03 17:45:00,1934,620,130,1523,330,63,11,2,5,['cestlarentr']
1404167639638808.0,On n’est jamais aussi heureux qu’avec lui… #ParcequeBigTasty,,2017-09-01 10:00:00,2987,1473,122,2596,86,280,18,5,2,"['jam', 'auss', 'heureux', 'parcequebigtasty']"
1384865324902373.0,Quand c'est la fin des vacances...,,2017-08-31 11:35:00,340,330,14,312,0,26,0,2,0,"['quand', 'fin', 'vacanc']"
1415159178539654.0,#ParcequeMcDo,,2017-08-29 13:02:57,335,59,26,0,0,0,0,0,0,['parcequemcdo']
